,START,END,variable,value,Signal Type
80,20000.0,20500.0,Variance,0.0014989032307049187,EMG
81,20250.0,20750.0,Variance,0.001506708189362299,EMG
82,20500.0,21000.0,Variance,0.0014703171432155716,EMG
83,20750.0,21250.0,Variance,0.001472440986727981,EMG
84,21000.0,21500.0,Variance,0.0014898430414482502,EMG
85,21250.0,21750.0,Variance,0.0015390131311914528,EMG
86,21500.0,22000.0,Variance,0.0014882762083419892,EMG
87,21750.0,22250.0,Variance,0.001520513674810221,EMG
88,22000.0,22500.0,Variance,0.0015709639079131415,EMG
89,22250.0,22750.0,Variance,0.0015260446409241315,EMG
90,22500.0,23000.0,Variance,0.0015260195695289873,EMG
91,22750.0,23250.0,Variance,0.0015174147174979666,EMG
92,23000.0,23500.0,Variance,0.0015200998930489022,EMG
93,23250.0,23750.0,Variance,0.0015683542241552908,EMG
94,23500.0,24000.0,Variance,0.0015867127875767947,EMG
95,23750.0,24250.0,Variance,0.0015185562611152827,EMG
96,24000.0,24500.0,Variance,0.0014693318835399987,EMG
97,24250.0,24750.0,Variance,0.0014296123967640858,EMG
98,24500.0,25000.0,Variance,0.00147591859754397,EMG
99,24750.0,25250.0,Variance,0.001563559032255596,EMG
100,25000.0,25500.0,Variance,0.0015470741140912322,EMG
101,25250.0,25750.0,Variance,0.0014972191331895236,EMG
102,25500.0,26000.0,Variance,0.0015061988636438483,EMG
103,25750.0,26250.0,Variance,0.0015382922216780862,EMG
104,26000.0,26500.0,Variance,0.0015516666219971443,EMG
105,26250.0,26750.0,Variance,0.0015779082829117444,EMG
106,26500.0,27000.0,Variance,0.0015301455948006706,EMG
107,26750.0,27250.0,Variance,0.0015132447313334087,EMG
108,27000.0,27500.0,Variance,0.001509898650644687,EMG
109,27250.0,27750.0,Variance,0.0014942577923852617,EMG
110,27500.0,28000.0,Variance,0.0015353679390507986,EMG
111,27750.0,28250.0,Variance,0.0015245294666577523,EMG
112,28000.0,28500.0,Variance,0.0014857126720551111,EMG
113,28250.0,28750.0,Variance,0.0014870699436631799,EMG
114,28500.0,29000.0,Variance,0.0014602393969233363,EMG
115,28750.0,29250.0,Variance,0.0014721961318817527,EMG
116,29000.0,29500.0,Variance,0.0015305445413887461,EMG
117,29250.0,29750.0,Variance,0.0015257693663721281,EMG
118,29500.0,30000.0,Variance,0.001504610826075356,EMG
119,29750.0,30250.0,Variance,0.12942990574789395,EMG
120,30000.0,30500.0,Variance,0.19535545118138786,EMG
121,30250.0,30750.0,Variance,0.1774008163730199,EMG
122,30500.0,31000.0,Variance,0.14695377415815214,EMG
123,30750.0,31250.0,Variance,0.1330032421816776,EMG
124,31000.0,31500.0,Variance,0.12128857779258846,EMG
125,31250.0,31750.0,Variance,0.10147160392387876,EMG
126,31500.0,32000.0,Variance,0.10340389716302827,EMG
127,31750.0,32250.0,Variance,0.10192731166127614,EMG
128,32000.0,32500.0,Variance,0.09397002060876829,EMG
129,32250.0,32750.0,Variance,0.08889277238862955,EMG
130,32500.0,33000.0,Variance,0.07101801316484713,EMG
131,32750.0,33250.0,Variance,0.08007284052784731,EMG
132,33000.0,33500.0,Variance,0.06361455609830562,EMG
133,33250.0,33750.0,Variance,0.04020711951865347,EMG
134,33500.0,34000.0,Variance,0.03601709488402211,EMG
135,33750.0,34250.0,Variance,0.04822354449106541,EMG
136,34000.0,34500.0,Variance,0.0401445961915294,EMG
137,34250.0,34750.0,Variance,0.004805285159869929,EMG
138,34500.0,35000.0,Variance,0.0014544610039589447,EMG
139,34750.0,35250.0,Variance,0.0013444428832946266,EMG
140,35000.0,35500.0,Variance,0.001268973629268959,EMG
141,35250.0,35750.0,Variance,0.0012948178457441375,EMG
142,35500.0,36000.0,Variance,0.0013684691413289574,EMG
143,35750.0,36250.0,Variance,0.0013942042830053817,EMG
144,36000.0,36500.0,Variance,0.001364658130701521,EMG
145,36250.0,36750.0,Variance,0.0013094828923739508,EMG
146,36500.0,37000.0,Variance,0.0013229220806629147,EMG
147,36750.0,37250.0,Variance,0.0012906646832874396,EMG
148,37000.0,37500.0,Variance,0.001258155551975301,EMG
149,37250.0,37750.0,Variance,0.0012483325265474057,EMG
150,37500.0,38000.0,Variance,0.0012858508093767723,EMG
151,37750.0,38250.0,Variance,0.0012550308572844015,EMG
152,38000.0,38500.0,Variance,0.0012420212506257214,EMG
153,38250.0,38750.0,Variance,0.00133984067031907,EMG
154,38500.0,39000.0,Variance,0.0013406664531434907,EMG
155,38750.0,39250.0,Variance,0.0013346119467444425,EMG
156,39000.0,39500.0,Variance,0.0013397536544523712,EMG
157,39250.0,39750.0,Variance,0.0012737416704634726,EMG
158,39500.0,40000.0,Variance,0.0012256013522344907,EMG
159,39750.0,40250.0,Variance,0.0012686541519504615,EMG
160,40000.0,40500.0,Variance,0.001278343113529208,EMG
161,40250.0,40750.0,Variance,0.001265122944029884,EMG
162,40500.0,41000.0,Variance,0.0012617319140980183,EMG
163,40750.0,41250.0,Variance,0.001245287217476957,EMG
164,41000.0,41500.0,Variance,0.0012424339441918571,EMG
165,41250.0,41750.0,Variance,0.0011975913853847946,EMG
166,41500.0,42000.0,Variance,0.0011936284742470292,EMG
167,41750.0,42250.0,Variance,0.001251994118589425,EMG
168,42000.0,42500.0,Variance,0.0012305850341024966,EMG
169,42250.0,42750.0,Variance,0.0012019825525207888,EMG
170,42500.0,43000.0,Variance,0.0012253538860822828,EMG
171,42750.0,43250.0,Variance,0.0012480051916042996,EMG
172,43000.0,43500.0,Variance,0.0012107576301362112,EMG
173,43250.0,43750.0,Variance,0.001213563626713629,EMG
174,43500.0,44000.0,Variance,0.0012489964697435373,EMG
175,43750.0,44250.0,Variance,0.0012451657545189028,EMG
176,44000.0,44500.0,Variance,0.0012534091100449235,EMG
177,44250.0,44750.0,Variance,0.00123395706334907,EMG
178,44500.0,45000.0,Variance,0.08854379447653955,EMG
179,44750.0,45250.0,Variance,0.15478974691746586,EMG
180,45000.0,45500.0,Variance,0.13201100303386817,EMG
181,45250.0,45750.0,Variance,0.11448543880335933,EMG
182,45500.0,46000.0,Variance,0.11929650344966444,EMG
183,45750.0,46250.0,Variance,0.09088866149922911,EMG
184,46000.0,46500.0,Variance,0.06807827962109438,EMG
185,46250.0,46750.0,Variance,0.06484576062399741,EMG
186,46500.0,47000.0,Variance,0.059297651659086514,EMG
187,46750.0,47250.0,Variance,0.05531055718668393,EMG
188,47000.0,47500.0,Variance,0.055549966953618204,EMG
189,47250.0,47750.0,Variance,0.04464417069711992,EMG
190,47500.0,48000.0,Variance,0.04329673268945557,EMG
191,47750.0,48250.0,Variance,0.04324642399510754,EMG
192,48000.0,48500.0,Variance,0.03887688327633553,EMG
193,48250.0,48750.0,Variance,0.04803144510663924,EMG
194,48500.0,49000.0,Variance,0.06349308406494217,EMG
195,48750.0,49250.0,Variance,0.07216900357067818,EMG
196,49000.0,49500.0,Variance,0.059547052600248486,EMG
197,49250.0,49750.0,Variance,0.03799372697711568,EMG
198,49500.0,50000.0,Variance,0.03846417611567673,EMG
199,49750.0,50250.0,Variance,0.04281829522385699,EMG
200,50000.0,50500.0,Variance,0.05259864253536247,EMG
201,50250.0,50750.0,Variance,0.04988624648408067,EMG
202,50500.0,51000.0,Variance,0.02725550414514116,EMG
203,50750.0,51250.0,Variance,0.0021389037787655643,EMG
204,51000.0,51500.0,Variance,0.001129468642726621,EMG
205,51250.0,51750.0,Variance,0.0010776174849060354,EMG
206,51500.0,52000.0,Variance,0.0010775624729042646,EMG
207,51750.0,52250.0,Variance,0.0010518080502879544,EMG
208,52000.0,52500.0,Variance,0.0010368890646171097,EMG
209,52250.0,52750.0,Variance,0.0010230892048596928,EMG
210,52500.0,53000.0,Variance,0.0010894224725665794,EMG
211,52750.0,53250.0,Variance,0.001050906068647348,EMG
212,53000.0,53500.0,Variance,0.001022322248554879,EMG
213,53250.0,53750.0,Variance,0.0010189605813493254,EMG
214,53500.0,54000.0,Variance,0.0009892734577852684,EMG
215,53750.0,54250.0,Variance,0.0009738094491665222,EMG
216,54000.0,54500.0,Variance,0.0009886650425163827,EMG
217,54250.0,54750.0,Variance,0.0010297157338924584,EMG
218,54500.0,55000.0,Variance,0.0010393489607705064,EMG
219,54750.0,55250.0,Variance,0.0010273700021915717,EMG
220,55000.0,55500.0,Variance,0.0009880906425628663,EMG
221,55250.0,55750.0,Variance,0.001022766908035875,EMG
222,55500.0,56000.0,Variance,0.0010104579235014656,EMG
223,55750.0,56250.0,Variance,0.0009943080548883655,EMG
224,56000.0,56500.0,Variance,0.0010663749596302962,EMG
225,56250.0,56750.0,Variance,0.00100208009536421,EMG
226,56500.0,57000.0,Variance,0.0009883595169855072,EMG
227,56750.0,57250.0,Variance,0.0010861444086363622,EMG
228,57000.0,57500.0,Variance,0.0010789923638544405,EMG
229,57250.0,57750.0,Variance,0.0010246186513838144,EMG
230,57500.0,58000.0,Variance,0.000981479899389827,EMG
231,57750.0,58250.0,Variance,0.0009706223204538234,EMG
232,58000.0,58500.0,Variance,0.0009517671630882268,EMG
233,58250.0,58750.0,Variance,0.000980447010726417,EMG
234,58500.0,59000.0,Variance,0.0010316377304231041,EMG
235,58750.0,59250.0,Variance,0.001002909468520964,EMG
236,59000.0,59500.0,Variance,0.001000591186309699,EMG
237,59250.0,59750.0,Variance,0.0010502866731691507,EMG
238,59500.0,60000.0,Variance,0.0010552765104267525,EMG
239,59750.0,60250.0,Variance,0.0010515407698158342,EMG
240,60000.0,60500.0,Variance,0.0010831353977536885,EMG
241,60250.0,60750.0,Variance,0.0010557545124191925,EMG
242,60500.0,61000.0,Variance,0.08571719341484077,EMG
243,60750.0,61250.0,Variance,0.12945674460773932,EMG
244,61000.0,61500.0,Variance,0.10931327321352138,EMG
245,61250.0,61750.0,Variance,0.06836459998667781,EMG
246,61500.0,62000.0,Variance,0.048703603568485444,EMG
247,61750.0,62250.0,Variance,0.04410333789532395,EMG
248,62000.0,62500.0,Variance,0.045124696076933195,EMG
249,62250.0,62750.0,Variance,0.03918109691694921,EMG
250,62500.0,63000.0,Variance,0.034341797317366834,EMG
251,62750.0,63250.0,Variance,0.0335963531965831,EMG
252,63000.0,63500.0,Variance,0.03699878859280475,EMG
253,63250.0,63750.0,Variance,0.035108961360772586,EMG
254,63500.0,64000.0,Variance,0.07723569466615189,EMG
255,63750.0,64250.0,Variance,0.08120764670655665,EMG
256,64000.0,64500.0,Variance,0.025928212582646368,EMG
257,64250.0,64750.0,Variance,0.007318384696978666,EMG
258,64500.0,65000.0,Variance,0.006561079794302546,EMG
259,64750.0,65250.0,Variance,0.010618125572029605,EMG
260,65000.0,65500.0,Variance,0.026260670113689603,EMG
261,65250.0,65750.0,Variance,0.04221033469125643,EMG
262,65500.0,66000.0,Variance,0.041642620666183676,EMG
263,65750.0,66250.0,Variance,0.047813768965509054,EMG
264,66000.0,66500.0,Variance,0.054023742029326964,EMG
265,66250.0,66750.0,Variance,0.04671434010089769,EMG
266,66500.0,67000.0,Variance,0.028326987056787076,EMG
267,66750.0,67250.0,Variance,0.002113245475809255,EMG
268,67000.0,67500.0,Variance,0.02412342550393275,EMG
269,67250.0,67750.0,Variance,0.031571668203575425,EMG
270,67500.0,68000.0,Variance,0.02519151763760336,EMG
271,67750.0,68250.0,Variance,0.017125259920917364,EMG
272,68000.0,68500.0,Variance,0.012715829021742104,EMG
273,68250.0,68750.0,Variance,0.011331802884393824,EMG
274,68500.0,69000.0,Variance,0.009693494834207764,EMG
275,68750.0,69250.0,Variance,0.020038834176607366,EMG
276,69000.0,69500.0,Variance,0.06355610860064613,EMG
277,69250.0,69750.0,Variance,0.20749085906376039,EMG
278,69500.0,70000.0,Variance,0.5009383780714535,EMG
279,69750.0,70250.0,Variance,1.0,EMG
280,70000.0,70500.0,Variance,0.8241713541252976,EMG
281,70250.0,70750.0,Variance,0.2803607993179368,EMG
282,70500.0,71000.0,Variance,0.22882473650068558,EMG
283,70750.0,71250.0,Variance,0.19647449034944028,EMG
284,71000.0,71500.0,Variance,0.1348305368860208,EMG
285,71250.0,71750.0,Variance,0.11595048875003153,EMG
286,71500.0,72000.0,Variance,0.055482365348725006,EMG
287,71750.0,72250.0,Variance,0.11405371345114443,EMG
288,72000.0,72500.0,Variance,0.14435629752418166,EMG
289,72250.0,72750.0,Variance,0.11834654548972383,EMG
290,72500.0,73000.0,Variance,0.3095426585450849,EMG
291,72750.0,73250.0,Variance,0.39879790968994905,EMG
292,73000.0,73500.0,Variance,0.25679742949463574,EMG
293,73250.0,73750.0,Variance,0.0613272125578177,EMG
294,73500.0,74000.0,Variance,0.0739582333088307,EMG
295,73750.0,74250.0,Variance,0.07375907078184918,EMG
296,74000.0,74500.0,Variance,0.059027206417398254,EMG
297,74250.0,74750.0,Variance,0.05082358374769734,EMG
298,74500.0,75000.0,Variance,0.05470565464314709,EMG
299,74750.0,75250.0,Variance,0.05576889603480199,EMG
300,75000.0,75500.0,Variance,0.062059475881239265,EMG
301,75250.0,75750.0,Variance,0.06921564224088703,EMG
302,75500.0,76000.0,Variance,0.06942085336644185,EMG
303,75750.0,76250.0,Variance,0.07460657123602396,EMG
304,76000.0,76500.0,Variance,0.05865450489178901,EMG
305,76250.0,76750.0,Variance,0.06947222566115034,EMG
306,76500.0,77000.0,Variance,0.08051951722716638,EMG
307,76750.0,77250.0,Variance,0.07070559678098758,EMG
308,77000.0,77500.0,Variance,0.058802116818368215,EMG
309,77250.0,77750.0,Variance,0.05600079676595099,EMG
310,77500.0,78000.0,Variance,0.05660012135689537,EMG
311,77750.0,78250.0,Variance,0.044383132041561565,EMG
312,78000.0,78500.0,Variance,0.05311488066048179,EMG
313,78250.0,78750.0,Variance,0.06168703856725143,EMG
314,78500.0,79000.0,Variance,0.06173473358006751,EMG
315,78750.0,79250.0,Variance,0.0522030403000754,EMG
316,79000.0,79500.0,Variance,0.05011052649569305,EMG
317,79250.0,79750.0,Variance,0.053530939170901216,EMG
318,79500.0,80000.0,Variance,0.06844419822325028,EMG
319,79750.0,80250.0,Variance,0.06693071147821765,EMG
320,80000.0,80500.0,Variance,0.04367889209511532,EMG
321,80250.0,80750.0,Variance,0.04563885823761282,EMG
322,80500.0,81000.0,Variance,0.053461315943174575,EMG
323,80750.0,81250.0,Variance,0.05200609326363222,EMG
324,81000.0,81500.0,Variance,0.041856364717702994,EMG
325,81250.0,81750.0,Variance,0.04201051936620101,EMG
326,81500.0,82000.0,Variance,0.05271274284409208,EMG
327,81750.0,82250.0,Variance,0.06165527373820595,EMG
328,82000.0,82500.0,Variance,0.05608349378870433,EMG
329,82250.0,82750.0,Variance,0.04750326651722438,EMG
330,82500.0,83000.0,Variance,0.06752861789857376,EMG
331,82750.0,83250.0,Variance,0.07488580868402231,EMG
332,83000.0,83500.0,Variance,0.06912314357574545,EMG
333,83250.0,83750.0,Variance,0.060457166292908565,EMG
334,83500.0,84000.0,Variance,0.04399618198337207,EMG
335,83750.0,84250.0,Variance,0.04334918421486639,EMG
336,84000.0,84500.0,Variance,0.04592404985980353,EMG
337,84250.0,84750.0,Variance,0.06492629883118613,EMG
338,84500.0,85000.0,Variance,0.08131683345707409,EMG
339,84750.0,85250.0,Variance,0.08332085192722245,EMG
340,85000.0,85500.0,Variance,0.0779459915395139,EMG
341,85250.0,85750.0,Variance,0.06861978872703957,EMG
342,85500.0,86000.0,Variance,0.0667423956095937,EMG
343,85750.0,86250.0,Variance,0.07256587201039763,EMG
344,86000.0,86500.0,Variance,0.07755677802821562,EMG
345,86250.0,86750.0,Variance,0.072879992804926,EMG
346,86500.0,87000.0,Variance,0.07305400657080895,EMG
347,86750.0,87250.0,Variance,0.08598021018466405,EMG
348,87000.0,87500.0,Variance,0.0790896627405408,EMG
349,87250.0,87750.0,Variance,0.05293367222558627,EMG
350,87500.0,88000.0,Variance,0.056800340286578904,EMG
351,87750.0,88250.0,Variance,0.05672964535433295,EMG
352,88000.0,88500.0,Variance,0.06500287918516724,EMG
353,88250.0,88750.0,Variance,0.07705017381441838,EMG
354,88500.0,89000.0,Variance,0.0688312908773232,EMG
355,88750.0,89250.0,Variance,0.07453847903010019,EMG
356,89000.0,89500.0,Variance,0.07026946803832992,EMG
357,89250.0,89750.0,Variance,0.04548537903468336,EMG
358,89500.0,90000.0,Variance,0.05441320432159932,EMG
359,89750.0,90250.0,Variance,0.06406100951981536,EMG
360,90000.0,90500.0,Variance,0.057109690691022924,EMG
361,90250.0,90750.0,Variance,0.05406516143629611,EMG
362,90500.0,91000.0,Variance,0.06500443130618595,EMG
363,90750.0,91250.0,Variance,0.10473492258071103,EMG
364,91000.0,91500.0,Variance,0.0889037752806726,EMG
365,91250.0,91750.0,Variance,0.04632739082574331,EMG
366,91500.0,92000.0,Variance,0.05370180703402146,EMG
367,91750.0,92250.0,Variance,0.051639561480133246,EMG
368,92000.0,92500.0,Variance,0.05116703938425622,EMG
369,92250.0,92750.0,Variance,0.05369486909512691,EMG
370,92500.0,93000.0,Variance,0.08987214886525449,EMG
371,92750.0,93250.0,Variance,0.09232262961619217,EMG
372,93000.0,93500.0,Variance,0.06328205538607094,EMG
373,93250.0,93750.0,Variance,0.0720059230547796,EMG
374,93500.0,94000.0,Variance,0.07304297097176551,EMG
375,93750.0,94250.0,Variance,0.06707961765514715,EMG
376,94000.0,94500.0,Variance,0.055062697625279176,EMG
377,94250.0,94750.0,Variance,0.04371529883743154,EMG
378,94500.0,95000.0,Variance,0.05875132415284525,EMG
379,94750.0,95250.0,Variance,0.08162023091909214,EMG
380,95000.0,95500.0,Variance,0.08662922804553781,EMG
381,95250.0,95750.0,Variance,0.09328738078205759,EMG
382,95500.0,96000.0,Variance,0.09562913021061158,EMG
383,95750.0,96250.0,Variance,0.07040468144153306,EMG
384,96000.0,96500.0,Variance,0.07066420756527358,EMG
385,96250.0,96750.0,Variance,0.08830114245430025,EMG
386,96500.0,97000.0,Variance,0.0722992721300643,EMG
387,96750.0,97250.0,Variance,0.05927612985643656,EMG
388,97000.0,97500.0,Variance,0.07697251284271149,EMG
389,97250.0,97750.0,Variance,0.08447474814421295,EMG
390,97500.0,98000.0,Variance,0.09239532385720683,EMG
391,97750.0,98250.0,Variance,0.08689182643323008,EMG
392,98000.0,98500.0,Variance,0.06430952026352428,EMG
393,98250.0,98750.0,Variance,0.06481980197479685,EMG
394,98500.0,99000.0,Variance,0.058270264936507325,EMG
395,98750.0,99250.0,Variance,0.050236497537580596,EMG
396,99000.0,99500.0,Variance,0.053949474872127784,EMG
397,99250.0,99750.0,Variance,0.05903222391532798,EMG
398,99500.0,100000.0,Variance,0.062274825498216106,EMG
399,99750.0,100250.0,Variance,0.060481976353515224,EMG
400,100000.0,100500.0,Variance,0.05370810574316796,EMG
401,100250.0,100750.0,Variance,0.04765152206752756,EMG
402,100500.0,101000.0,Variance,0.051890518388243795,EMG
403,100750.0,101250.0,Variance,0.06688377512312428,EMG
404,101000.0,101500.0,Variance,0.06820613414296246,EMG
405,101250.0,101750.0,Variance,0.06653709746619607,EMG
406,101500.0,102000.0,Variance,0.06864589974329269,EMG
407,101750.0,102250.0,Variance,0.06786336108181776,EMG
408,102000.0,102500.0,Variance,0.09677453869584392,EMG
409,102250.0,102750.0,Variance,0.08798545486208038,EMG
410,102500.0,103000.0,Variance,0.06200012869383731,EMG
411,102750.0,103250.0,Variance,0.07083353048697126,EMG
412,103000.0,103500.0,Variance,0.0752653640221283,EMG
413,103250.0,103750.0,Variance,0.0702731843010981,EMG
414,103500.0,104000.0,Variance,0.08033016522523793,EMG
415,103750.0,104250.0,Variance,0.08652348775656399,EMG
416,104000.0,104500.0,Variance,0.16791661321122717,EMG
417,104250.0,104750.0,Variance,0.17095182368929854,EMG
418,104500.0,105000.0,Variance,0.08022248958808788,EMG
419,104750.0,105250.0,Variance,0.09644184865076966,EMG
420,105000.0,105500.0,Variance,0.07874608228029308,EMG
421,105250.0,105750.0,Variance,0.06109203560613799,EMG
422,105500.0,106000.0,Variance,0.05542951158911842,EMG
423,105750.0,106250.0,Variance,0.05054385326522062,EMG
424,106000.0,106500.0,Variance,0.06423421775375383,EMG
425,106250.0,106750.0,Variance,0.058551095330412424,EMG
426,106500.0,107000.0,Variance,0.04370108860732897,EMG
427,106750.0,107250.0,Variance,0.07214012659838911,EMG
428,107000.0,107500.0,Variance,0.09661310177537438,EMG
429,107250.0,107750.0,Variance,0.08890344744606707,EMG
430,107500.0,108000.0,Variance,0.140513629192538,EMG
431,107750.0,108250.0,Variance,0.1355333653029922,EMG
432,108000.0,108500.0,Variance,0.020397073196058657,EMG
433,108250.0,108750.0,Variance,0.017968376938059333,EMG
434,108500.0,109000.0,Variance,0.01688712342364471,EMG
435,108750.0,109250.0,Variance,0.010830096442583982,EMG
436,109000.0,109500.0,Variance,0.03581483579617846,EMG
437,109250.0,109750.0,Variance,0.03895008306499818,EMG
438,109500.0,110000.0,Variance,0.013897788066025032,EMG
439,109750.0,110250.0,Variance,0.010006083221156661,EMG
440,110000.0,110500.0,Variance,0.009433137480097442,EMG
441,110250.0,110750.0,Variance,0.0005875851536163431,EMG
442,110500.0,111000.0,Variance,0.00047014047438554806,EMG
443,110750.0,111250.0,Variance,0.0005573429887508267,EMG
444,111000.0,111500.0,Variance,0.000606320620073753,EMG
445,111250.0,111750.0,Variance,0.0005946931249284664,EMG
446,111500.0,112000.0,Variance,0.0005384894673572988,EMG
447,111750.0,112250.0,Variance,0.0004868066291187296,EMG
448,112000.0,112500.0,Variance,0.0004764955172777687,EMG
449,112250.0,112750.0,Variance,0.0005024254529747107,EMG
450,112500.0,113000.0,Variance,0.00046927236309385415,EMG
451,112750.0,113250.0,Variance,0.00037432434190599846,EMG
452,113000.0,113500.0,Variance,0.00036208188508949767,EMG
453,113250.0,113750.0,Variance,0.00039466563558982837,EMG
454,113500.0,114000.0,Variance,0.00041269404371218124,EMG
455,113750.0,114250.0,Variance,0.00037811179283623534,EMG
456,114000.0,114500.0,Variance,0.0003706685990819904,EMG
457,114250.0,114750.0,Variance,0.0004078934581251546,EMG
458,114500.0,115000.0,Variance,0.0004198405375954943,EMG
459,114750.0,115250.0,Variance,0.0004050069878521169,EMG
460,115000.0,115500.0,Variance,0.0003904691683882937,EMG
461,115250.0,115750.0,Variance,0.00038671046315628266,EMG
462,115500.0,116000.0,Variance,0.00039816964379029514,EMG
463,115750.0,116250.0,Variance,0.0003939627654066038,EMG
464,116000.0,116500.0,Variance,0.0003695302642985673,EMG
465,116250.0,116750.0,Variance,0.00037329015549211975,EMG
466,116500.0,117000.0,Variance,0.0004096722870744281,EMG
467,116750.0,117250.0,Variance,0.0004348672587739068,EMG
468,117000.0,117500.0,Variance,0.00039157704434847004,EMG
469,117250.0,117750.0,Variance,0.00039060918571790187,EMG
470,117500.0,118000.0,Variance,0.00042669747397965487,EMG
471,117750.0,118250.0,Variance,0.0004124866629232199,EMG
472,118000.0,118500.0,Variance,0.0004053892001440197,EMG
473,118250.0,118750.0,Variance,0.0004194999797376204,EMG
474,118500.0,119000.0,Variance,0.00040577336822636564,EMG
