,Time,Signal,Signal type,Processing stage
322,16.1001,507.0,EMG,Raw signal
323,16.1501,508.0,EMG,Raw signal
324,16.2001,509.0,EMG,Raw signal
325,16.2501,510.0,EMG,Raw signal
326,16.3001,512.0,EMG,Raw signal
327,16.3501,510.0,EMG,Raw signal
328,16.4001,509.0,EMG,Raw signal
329,16.4501,508.0,EMG,Raw signal
330,16.5001,510.0,EMG,Raw signal
331,16.5501,511.0,EMG,Raw signal
332,16.6001,507.0,EMG,Raw signal
333,16.6501,508.0,EMG,Raw signal
334,16.7001,511.0,EMG,Raw signal
335,16.7501,508.0,EMG,Raw signal
336,16.8001,510.0,EMG,Raw signal
337,16.8501,508.0,EMG,Raw signal
338,16.9001,509.0,EMG,Raw signal
339,16.9501,510.0,EMG,Raw signal
340,17.0001,508.0,EMG,Raw signal
341,17.0501,506.0,EMG,Raw signal
342,17.1001,508.0,EMG,Raw signal
343,17.1501,509.0,EMG,Raw signal
344,17.2001,508.0,EMG,Raw signal
345,17.2501,505.0,EMG,Raw signal
346,17.3001,508.0,EMG,Raw signal
347,17.3501,508.0,EMG,Raw signal
348,17.4001,508.0,EMG,Raw signal
349,17.4501,509.0,EMG,Raw signal
350,17.5001,509.0,EMG,Raw signal
351,17.5501,508.0,EMG,Raw signal
352,17.6001,509.0,EMG,Raw signal
353,17.6501,509.0,EMG,Raw signal
354,17.7001,511.0,EMG,Raw signal
355,17.7501,508.0,EMG,Raw signal
356,17.8001,508.0,EMG,Raw signal
357,17.8501,508.0,EMG,Raw signal
358,17.9001,508.0,EMG,Raw signal
359,17.9501,508.0,EMG,Raw signal
360,18.0001,507.0,EMG,Raw signal
361,18.0501,509.0,EMG,Raw signal
362,18.1001,510.0,EMG,Raw signal
363,18.1501,507.0,EMG,Raw signal
364,18.2001,508.0,EMG,Raw signal
365,18.2501,505.0,EMG,Raw signal
366,18.3001,510.0,EMG,Raw signal
367,18.3501,509.0,EMG,Raw signal
368,18.4001,508.0,EMG,Raw signal
369,18.4501,508.0,EMG,Raw signal
370,18.5001,508.0,EMG,Raw signal
371,18.5501,508.0,EMG,Raw signal
372,18.6001,507.0,EMG,Raw signal
373,18.6501,508.0,EMG,Raw signal
374,18.7001,510.0,EMG,Raw signal
375,18.7501,505.0,EMG,Raw signal
376,18.8001,509.0,EMG,Raw signal
377,18.8501,507.0,EMG,Raw signal
378,18.9001,509.0,EMG,Raw signal
379,18.9501,509.0,EMG,Raw signal
380,19.0001,508.0,EMG,Raw signal
381,19.0501,508.0,EMG,Raw signal
382,19.1001,508.0,EMG,Raw signal
383,19.1501,507.0,EMG,Raw signal
384,19.2001,508.0,EMG,Raw signal
385,19.2501,511.0,EMG,Raw signal
386,19.3001,508.0,EMG,Raw signal
387,19.3501,509.0,EMG,Raw signal
388,19.4001,511.0,EMG,Raw signal
389,19.4501,505.0,EMG,Raw signal
390,19.5001,507.0,EMG,Raw signal
391,19.5501,509.0,EMG,Raw signal
392,19.6001,510.0,EMG,Raw signal
393,19.6501,508.0,EMG,Raw signal
394,19.7001,508.0,EMG,Raw signal
395,19.7501,508.0,EMG,Raw signal
396,19.8001,510.0,EMG,Raw signal
397,19.8501,507.0,EMG,Raw signal
398,19.9001,510.0,EMG,Raw signal
399,19.9501,508.0,EMG,Raw signal
400,20.0001,508.0,EMG,Raw signal
401,20.0501,507.0,EMG,Raw signal
402,20.1001,506.0,EMG,Raw signal
403,20.1501,509.0,EMG,Raw signal
404,20.2001,509.0,EMG,Raw signal
405,20.2501,509.0,EMG,Raw signal
406,20.3001,507.0,EMG,Raw signal
407,20.3501,509.0,EMG,Raw signal
408,20.4001,508.0,EMG,Raw signal
409,20.4501,508.0,EMG,Raw signal
410,20.5001,509.0,EMG,Raw signal
411,20.5501,510.0,EMG,Raw signal
412,20.6001,510.0,EMG,Raw signal
413,20.6501,510.0,EMG,Raw signal
414,20.7001,508.0,EMG,Raw signal
415,20.7501,508.0,EMG,Raw signal
416,20.8001,510.0,EMG,Raw signal
417,20.8501,510.0,EMG,Raw signal
418,20.9001,506.0,EMG,Raw signal
419,20.9501,509.0,EMG,Raw signal
420,21.0001,507.0,EMG,Raw signal
421,21.0501,508.0,EMG,Raw signal
422,21.1001,509.0,EMG,Raw signal
423,21.1501,509.0,EMG,Raw signal
424,21.2001,511.0,EMG,Raw signal
425,21.2501,509.0,EMG,Raw signal
426,21.3001,509.0,EMG,Raw signal
427,21.3501,510.0,EMG,Raw signal
428,21.4001,507.0,EMG,Raw signal
429,21.4501,511.0,EMG,Raw signal
430,21.5001,507.0,EMG,Raw signal
431,21.5501,509.0,EMG,Raw signal
432,21.6001,509.0,EMG,Raw signal
433,21.6501,508.0,EMG,Raw signal
434,21.7001,510.0,EMG,Raw signal
435,21.7501,508.0,EMG,Raw signal
436,21.8001,511.0,EMG,Raw signal
437,21.8501,509.0,EMG,Raw signal
438,21.9001,505.0,EMG,Raw signal
439,21.9501,508.0,EMG,Raw signal
440,22.0001,510.0,EMG,Raw signal
441,22.0501,510.0,EMG,Raw signal
442,22.1001,509.0,EMG,Raw signal
443,22.1501,508.0,EMG,Raw signal
444,22.2001,508.0,EMG,Raw signal
445,22.2501,507.0,EMG,Raw signal
446,22.3001,508.0,EMG,Raw signal
447,22.3501,510.0,EMG,Raw signal
448,22.4001,505.0,EMG,Raw signal
449,22.4501,511.0,EMG,Raw signal
450,22.5001,508.0,EMG,Raw signal
451,22.5501,509.0,EMG,Raw signal
452,22.6001,508.0,EMG,Raw signal
453,22.6501,508.0,EMG,Raw signal
454,22.7001,509.0,EMG,Raw signal
455,22.7501,511.0,EMG,Raw signal
456,22.8001,507.0,EMG,Raw signal
457,22.8501,509.0,EMG,Raw signal
458,22.9001,508.0,EMG,Raw signal
459,22.9501,508.0,EMG,Raw signal
460,23.0001,508.0,EMG,Raw signal
461,23.0501,510.0,EMG,Raw signal
462,23.1001,509.0,EMG,Raw signal
463,23.1501,508.0,EMG,Raw signal
464,23.2001,507.0,EMG,Raw signal
465,23.2501,508.0,EMG,Raw signal
466,23.3001,508.0,EMG,Raw signal
467,23.3501,509.0,EMG,Raw signal
468,23.4001,504.0,EMG,Raw signal
469,23.4501,508.0,EMG,Raw signal
470,23.5001,507.0,EMG,Raw signal
471,23.5501,510.0,EMG,Raw signal
472,23.6001,510.0,EMG,Raw signal
473,23.6501,511.0,EMG,Raw signal
474,23.7001,511.0,EMG,Raw signal
475,23.7501,510.0,EMG,Raw signal
476,23.8001,509.0,EMG,Raw signal
477,23.8501,507.0,EMG,Raw signal
478,23.9001,509.0,EMG,Raw signal
479,23.9501,508.0,EMG,Raw signal
480,24.0001,507.0,EMG,Raw signal
481,24.0501,509.0,EMG,Raw signal
482,24.1001,508.0,EMG,Raw signal
483,24.1501,507.0,EMG,Raw signal
484,24.2001,507.0,EMG,Raw signal
485,24.2501,509.0,EMG,Raw signal
486,24.3001,510.0,EMG,Raw signal
487,24.3501,510.0,EMG,Raw signal
488,24.4001,508.0,EMG,Raw signal
489,24.4501,510.0,EMG,Raw signal
490,24.5001,506.0,EMG,Raw signal
491,24.5501,509.0,EMG,Raw signal
492,24.6001,509.0,EMG,Raw signal
493,24.6501,510.0,EMG,Raw signal
494,24.7001,511.0,EMG,Raw signal
495,24.7501,511.0,EMG,Raw signal
496,24.8001,507.0,EMG,Raw signal
497,24.8501,510.0,EMG,Raw signal
498,24.9001,508.0,EMG,Raw signal
499,24.9501,507.0,EMG,Raw signal
500,25.0001,510.0,EMG,Raw signal
501,25.0501,510.0,EMG,Raw signal
502,25.1001,508.0,EMG,Raw signal
503,25.1501,510.0,EMG,Raw signal
504,25.2001,508.0,EMG,Raw signal
505,25.2501,510.0,EMG,Raw signal
506,25.3001,509.0,EMG,Raw signal
507,25.3501,508.0,EMG,Raw signal
508,25.4001,509.0,EMG,Raw signal
509,25.4501,507.0,EMG,Raw signal
510,25.5001,511.0,EMG,Raw signal
511,25.5501,508.0,EMG,Raw signal
512,25.6001,509.0,EMG,Raw signal
513,25.6501,511.0,EMG,Raw signal
514,25.7001,510.0,EMG,Raw signal
515,25.7501,508.0,EMG,Raw signal
516,25.8001,507.0,EMG,Raw signal
517,25.8501,509.0,EMG,Raw signal
518,25.9001,508.0,EMG,Raw signal
519,25.9501,509.0,EMG,Raw signal
520,26.0001,508.0,EMG,Raw signal
521,26.0501,511.0,EMG,Raw signal
522,26.1001,509.0,EMG,Raw signal
523,26.1501,510.0,EMG,Raw signal
524,26.2001,509.0,EMG,Raw signal
525,26.2501,509.0,EMG,Raw signal
526,26.3001,509.0,EMG,Raw signal
527,26.3501,510.0,EMG,Raw signal
528,26.4001,508.0,EMG,Raw signal
529,26.4501,508.0,EMG,Raw signal
530,26.5001,510.0,EMG,Raw signal
531,26.5501,511.0,EMG,Raw signal
532,26.6001,508.0,EMG,Raw signal
533,26.6501,508.0,EMG,Raw signal
534,26.7001,508.0,EMG,Raw signal
535,26.7501,507.0,EMG,Raw signal
536,26.8001,511.0,EMG,Raw signal
537,26.8501,510.0,EMG,Raw signal
538,26.9001,508.0,EMG,Raw signal
539,26.9501,509.0,EMG,Raw signal
540,27.0001,509.0,EMG,Raw signal
541,27.0501,508.0,EMG,Raw signal
542,27.1001,506.0,EMG,Raw signal
543,27.1501,509.0,EMG,Raw signal
544,27.2001,508.0,EMG,Raw signal
545,27.2501,509.0,EMG,Raw signal
546,27.3001,508.0,EMG,Raw signal
547,27.3501,509.0,EMG,Raw signal
548,27.4001,509.0,EMG,Raw signal
549,27.4501,508.0,EMG,Raw signal
550,27.5001,508.0,EMG,Raw signal
551,27.5501,511.0,EMG,Raw signal
552,27.6001,509.0,EMG,Raw signal
553,27.6501,510.0,EMG,Raw signal
554,27.7001,510.0,EMG,Raw signal
555,27.7501,508.0,EMG,Raw signal
556,27.8001,511.0,EMG,Raw signal
557,27.8501,509.0,EMG,Raw signal
558,27.9001,510.0,EMG,Raw signal
559,27.9501,511.0,EMG,Raw signal
560,28.0001,507.0,EMG,Raw signal
561,28.0501,506.0,EMG,Raw signal
562,28.1001,507.0,EMG,Raw signal
563,28.1501,509.0,EMG,Raw signal
564,28.2001,509.0,EMG,Raw signal
565,28.2501,509.0,EMG,Raw signal
566,28.3001,508.0,EMG,Raw signal
567,28.3501,510.0,EMG,Raw signal
568,28.4001,508.0,EMG,Raw signal
569,28.4501,509.0,EMG,Raw signal
570,28.5001,506.0,EMG,Raw signal
571,28.5501,509.0,EMG,Raw signal
572,28.6001,509.0,EMG,Raw signal
573,28.6501,509.0,EMG,Raw signal
574,28.7001,508.0,EMG,Raw signal
575,28.7501,508.0,EMG,Raw signal
576,28.8001,510.0,EMG,Raw signal
577,28.8501,509.0,EMG,Raw signal
578,28.9001,509.0,EMG,Raw signal
579,28.9501,509.0,EMG,Raw signal
580,29.0001,510.0,EMG,Raw signal
581,29.0501,508.0,EMG,Raw signal
582,29.1001,510.0,EMG,Raw signal
583,29.1501,506.0,EMG,Raw signal
584,29.2001,509.0,EMG,Raw signal
585,29.2501,509.0,EMG,Raw signal
586,29.3001,508.0,EMG,Raw signal
587,29.3501,510.0,EMG,Raw signal
588,29.4001,505.0,EMG,Raw signal
589,29.4501,511.0,EMG,Raw signal
590,29.5001,506.0,EMG,Raw signal
591,29.5501,511.0,EMG,Raw signal
592,29.6001,504.0,EMG,Raw signal
593,29.6501,507.0,EMG,Raw signal
594,29.7001,508.0,EMG,Raw signal
595,29.7501,509.0,EMG,Raw signal
596,29.8001,509.0,EMG,Raw signal
597,29.8501,507.0,EMG,Raw signal
598,29.9001,510.0,EMG,Raw signal
599,29.9501,510.0,EMG,Raw signal
600,30.0001,510.0,EMG,Raw signal
601,30.0501,509.0,EMG,Raw signal
602,30.1001,508.0,EMG,Raw signal
603,30.1501,509.0,EMG,Raw signal
604,30.2001,507.0,EMG,Raw signal
605,30.2501,509.0,EMG,Raw signal
606,30.3001,509.0,EMG,Raw signal
607,30.3501,510.0,EMG,Raw signal
608,30.4001,511.0,EMG,Raw signal
609,30.4501,505.0,EMG,Raw signal
610,30.5001,506.0,EMG,Raw signal
611,30.5501,510.0,EMG,Raw signal
612,30.6001,507.0,EMG,Raw signal
613,30.6501,510.0,EMG,Raw signal
614,30.7001,511.0,EMG,Raw signal
615,30.7501,508.0,EMG,Raw signal
616,30.8001,510.0,EMG,Raw signal
617,30.8501,510.0,EMG,Raw signal
618,30.9001,511.0,EMG,Raw signal
619,30.9501,511.0,EMG,Raw signal
620,31.0001,510.0,EMG,Raw signal
621,31.0501,509.0,EMG,Raw signal
622,31.1001,510.0,EMG,Raw signal
623,31.1501,511.0,EMG,Raw signal
624,31.2001,509.0,EMG,Raw signal
625,31.2501,509.0,EMG,Raw signal
626,31.3001,511.0,EMG,Raw signal
627,31.3501,509.0,EMG,Raw signal
628,31.4001,507.0,EMG,Raw signal
629,31.4501,508.0,EMG,Raw signal
630,31.5001,505.0,EMG,Raw signal
631,31.5501,512.0,EMG,Raw signal
632,31.6002,508.0,EMG,Raw signal
633,31.6502,509.0,EMG,Raw signal
634,31.7002,508.0,EMG,Raw signal
635,31.7502,509.0,EMG,Raw signal
636,31.8002,505.0,EMG,Raw signal
637,31.8502,508.0,EMG,Raw signal
638,31.9002,506.0,EMG,Raw signal
639,31.9502,509.0,EMG,Raw signal
640,32.0002,511.0,EMG,Raw signal
641,32.0502,509.0,EMG,Raw signal
642,32.1002,508.0,EMG,Raw signal
643,32.1502,507.0,EMG,Raw signal
644,32.2002,509.0,EMG,Raw signal
645,32.2502,512.0,EMG,Raw signal
646,32.3002,508.0,EMG,Raw signal
647,32.3502,509.0,EMG,Raw signal
648,32.4002,506.0,EMG,Raw signal
649,32.4502,509.0,EMG,Raw signal
650,32.5002,511.0,EMG,Raw signal
651,32.5502,508.0,EMG,Raw signal
652,32.6002,508.0,EMG,Raw signal
653,32.6502,509.0,EMG,Raw signal
654,32.7002,507.0,EMG,Raw signal
655,32.7502,510.0,EMG,Raw signal
656,32.8002,476.0,EMG,Raw signal
657,32.8502,493.0,EMG,Raw signal
658,32.9002,479.0,EMG,Raw signal
659,32.9502,267.0,EMG,Raw signal
660,33.0002,636.0,EMG,Raw signal
661,33.0502,494.0,EMG,Raw signal
662,33.1002,512.0,EMG,Raw signal
663,33.1502,455.0,EMG,Raw signal
664,33.2002,536.0,EMG,Raw signal
665,33.2502,589.0,EMG,Raw signal
666,33.3002,444.0,EMG,Raw signal
667,33.3502,559.0,EMG,Raw signal
668,33.4002,497.0,EMG,Raw signal
669,33.4502,429.0,EMG,Raw signal
670,33.5002,447.0,EMG,Raw signal
671,33.5502,542.0,EMG,Raw signal
672,33.6002,560.0,EMG,Raw signal
673,33.6502,499.0,EMG,Raw signal
674,33.7002,488.0,EMG,Raw signal
675,33.7502,486.0,EMG,Raw signal
676,33.8002,462.0,EMG,Raw signal
677,33.8502,440.0,EMG,Raw signal
678,33.9002,514.0,EMG,Raw signal
